1000,-403.7100000000002
1000,-413.0000000000002
1000,-421.1600000000004
1000,-411.3199999999999
1000,-405.3300000000001
1000,-408.60999999999996
1000,-397.44999999999976
1000,-415.7599999999996
1000,-402.8199999999999
1000,-398.53
1000,-416.46999999999895
1000,-382.8199999999999
1000,-424.9100000000002
1000,-432.2399999999998
1000,-392.9999999999998
1000,-412.46000000000015
1000,-421.61000000000007
1000,-400.6699999999996
1000,-390.5000000000001
1000,-393.4599999999998
1000,-413.72999999999956
1000,-402.1499999999995
1000,-432.6800000000001
1000,-393.37000000000074
1000,-399.8300000000002
1000,-406.3199999999997
1000,-399.0899999999997
1000,-407.11999999999983
1000,-422.50000000000034
1000,-399.17
1000,-436.65999999999923
1000,-403.38999999999936
1000,-394.13000000000017
1000,-410.87999999999994
1000,-394.63
1000,-423.2400000000001
1000,-393.7799999999995
1000,-399.60999999999996
1000,-393.55
1000,-393.83000000000015
1000,-421.48999999999944
1000,-402.8299999999998
1000,-397.0999999999998
1000,-385.7699999999999
1000,-431.45000000000033
1000,-411.3299999999996
1000,-392.7299999999994
1000,-389.8200000000002
1000,-432.56999999999965
1000,-412.80000000000007
1000,-387.30000000000047
1000,-396.68999999999954
1000,-394.0099999999996
1000,-400.89999999999947
1000,-396.04999999999933
1000,-396.49999999999966
1000,-417.8400000000002
1000,-411.9800000000004
1000,-394.19999999999993
1000,-421.0499999999994
1000,-394.0500000000005
1000,-444.15000000000003
1000,-401.77999999999963
1000,-419.1700000000005
1000,-398.45000000000033
1000,-401.69
1000,-398.2399999999998
1000,-406.68999999999966
1000,-420.05999999999995
1000,-409.6299999999996
1000,-398.0499999999997
1000,-392.8700000000003
1000,-412.1899999999997
1000,-400.20999999999964
1000,-400.76999999999987
1000,-416.12000000000006
1000,-396.34000000000003
1000,-397.7199999999996
1000,-411.14999999999964
1000,-383.1499999999999
1000,-413.4500000000004
1000,-414.8799999999997
1000,-399.2699999999997
1000,-405.4399999999999
1000,-417.82
1000,-400.6299999999999
1000,-397.8400000000001
1000,-420.41000000000014
1000,-384.6200000000002
1000,-388.5499999999999
1000,-420.4800000000003
1000,-385.85000000000036
1000,-386.3699999999997
1000,-431.4500000000008
1000,-397.90999999999985
1000,-423.5199999999996
1000,-409.3
1000,-405.4500000000002
1000,-412.30000000000047
1000,-400.1399999999996
1000,-400.1200000000001
1000,-385.1699999999993
1000,-391.41000000000025
1000,-400.4599999999998
1000,-406.7599999999996
1000,-398.71000000000004
1000,-388.18999999999977
1000,-395.4200000000005
1000,-401.29999999999967
1000,-403.7000000000003
1000,-391.80999999999955
1000,-404.90000000000055
1000,-401.56999999999994
1000,-398.70999999999964
1000,-391.33000000000044
1000,-390.94999999999936
1000,-383.97000000000014
1000,-373.29
1000,-406.8299999999998
1000,-396.89
1000,-396.82999999999936
1000,-395.4699999999997
1000,-398.0999999999997
1000,-399.6999999999995
1000,-431.13000000000034
1000,-401.1499999999999
1000,-391.3699999999996
1000,-404.4299999999997
1000,-445.85999999999996
1000,-400.1599999999999
1000,-413.0800000000006
1000,-412.2099999999994
1000,-412.76000000000056
1000,-401.6699999999996
