0,576.4200000000003,9874,-616
1,561.2400000000004,9948,-493
2,547.7099999999997,9711,-730
3,558.6400000000001,9849,-629
4,547.2599999999991,9636,-708
5,554.5199999999996,9826,-601
6,556.3600000000001,9746,-775
7,547.989999999999,9701,-675
8,567.6599999999997,9976,-601
9,564.7699999999991,9991,-603
10,639.6300000000003,9739,-793
11,665.4800000000002,9833,-684
12,685.7199999999993,9944,-576
13,676.4499999999989,9773,-620
14,684.9200000000006,9817,-703
15,691.8299999999992,9880,-729
16,657.7400000000019,9527,-944
17,659.5099999999995,9445,-814
18,676.6400000000002,9680,-720
19,680.3300000000002,9770,-626
20,688.3399999999993,9759,-645
21,676.1699999999997,9686,-807
22,658.9099999999996,9442,-912
23,663.5000000000005,9548,-927
24,675.67,9670,-738
25,669.8899999999987,9576,-865
26,649.9300000000003,9321,-924
27,645.0500000000011,9264,-1246
28,666.730000000001,9575,-1046
29,645.7999999999995,9278,-1232
30,657.1599999999987,9380,-1189
31,660.1700000000003,9262,-1123
32,671.2500000000005,9578,-868
33,662.86,9574,-934
34,661.3600000000005,9377,-1179
35,652.5000000000023,9315,-1082
36,640.9699999999999,9233,-980
37,640.74,9087,-1319
38,651.6100000000007,9272,-1214
39,642.6799999999997,9244,-1025
40,619.5200000000017,8797,-1763
41,587.6699999999993,8320,-2180
42,589.9300000000002,8409,-2214
43,636.6600000000008,9000,-1519
44,621.3699999999999,8850,-1432
45,621.1899999999999,8746,-1753
46,629.1300000000007,8952,-1424
47,646.2800000000008,9227,-1209
48,651.5899999999997,9310,-1232
49,669.0599999999994,9469,-997
50,681.1399999999995,9673,-896
51,687.0600000000004,9713,-624
52,666.4699999999996,9548,-929
53,693.8300000000002,9815,-682
54,687.1500000000005,9751,-752
55,693.9000000000005,9815,-729
56,688.9599999999995,9738,-590
57,699.9000000000007,9882,-587
58,711.4600000000017,9940,-590
59,713.9999999999998,10048,-551
60,724.8399999999996,10142,-313
61,726.9899999999999,10100,-286
62,724.0099999999981,10218,-380
63,722.5000000000007,10113,-394
64,734.9500000000002,10251,-279
65,710.2300000000002,9979,-356
66,723.2500000000006,10149,-193
67,723.5900000000016,10063,-586
68,727.1100000000001,10148,-225
69,709.9500000000022,9936,-488
70,730.3200000000003,10163,-432
71,713.970000000001,10060,-388
72,724.8900000000009,10180,-389
73,729.460000000001,10190,-370
74,721.7500000000015,10075,-416
75,705.1500000000017,9960,-258
76,723.2500000000003,10166,-291
77,725.9099999999991,10198,-284
78,726.8899999999999,10080,-315
79,725.1700000000002,10138,-326
80,733.3099999999993,10336,-116
81,731.3499999999999,10249,-158
82,724.9600000000004,10129,-255
83,713.58,10100,-252
84,726.3699999999995,10230,-293
85,733.0500000000001,10240,-376
86,724.6899999999978,10102,-167
87,748.3300000000006,10390,-147
88,747.2700000000009,10433,-255
89,723.6800000000005,10111,-207
90,736.1400000000001,10157,-162
91,732.11,10256,-236
92,740.9500000000012,10338,-178
93,748.0900000000009,10338,-197
94,735.5800000000011,10327,-166
95,717.7399999999997,10050,-176
96,729.5200000000007,10122,-177
97,738.510000000001,10151,-218
98,738.920000000001,10219,-156
99,730.8700000000007,10204,-339
100,734.4100000000009,10350,-134
101,750.9199999999987,10494,-135
102,725.2500000000001,10222,-319
103,750.8399999999992,10432,-185
104,742.8800000000009,10389,-58
105,742.5600000000004,10252,-257
106,740.4000000000002,10258,-254
107,746.19,10318,-158
108,751.3300000000011,10504,-183
109,751.0099999999999,10400,-122
110,761.9000000000008,10487,-83
111,739.5000000000014,10364,-173
112,754.0700000000005,10434,-67
113,744.4099999999995,10145,-176
114,737.9300000000007,10264,-360
115,774.6300000000009,10722,-81
116,748.8199999999997,10311,-238
117,742.8599999999982,10264,-236
118,739.9600000000006,10257,-108
119,736.1900000000003,10202,-271
120,735.3500000000007,10246,-99
121,726.4300000000007,10025,-320
122,758.2499999999998,10462,-211
123,727.6199999999988,10139,-106
124,761.1300000000014,10412,-284
125,746.6500000000007,10350,-226
126,758.4700000000003,10461,-140
127,746.6800000000005,10224,-208
128,750.6300000000001,10345,-91
129,737.5699999999989,10198,-210
130,733.0299999999997,10209,-246
131,749.3699999999997,10371,-172
132,736.790000000001,10202,-222
133,747.7700000000009,10330,-187
134,752.3900000000002,10299,-182
135,730.4700000000012,10138,-113
136,752.9299999999995,10350,-172
137,737.4999999999997,10240,-260
138,738.3199999999998,10191,-285
139,737.4999999999999,10167,-123
140,752.9899999999999,10379,-177
141,746.47,10308,-54
142,762.170000000001,10623,-83
143,738.1000000000007,10125,-222
144,740.3899999999991,10256,-238
145,736.2400000000015,10227,-130
146,756.1700000000011,10508,-147
147,732.3200000000005,10176,-197
148,745.250000000001,10273,-128
149,745.2700000000016,10363,-179
150,761.5199999999991,10465,-146
151,741.29,10186,-196
152,741.700000000001,10242,-99
153,743.3100000000003,10310,-83
154,739.6899999999996,10295,-92
155,742.4300000000017,10403,-170
156,748.0299999999997,10284,-168
157,740.6499999999997,10288,-174
158,746.7000000000003,10321,-184
159,741.7300000000006,10288,-203
160,747.4399999999995,10397,-63
161,753.8100000000015,10363,-95
162,749.2000000000005,10332,-189
163,740.759999999999,10341,-144
164,752.9899999999991,10383,-125
165,762.7299999999997,10581,-54
166,734.9899999999999,10229,-229
167,757.3999999999982,10466,-155
168,739.19,10267,-194
169,739.0400000000008,10250,-310
170,747.2099999999989,10319,-68
171,744.060000000001,10354,-127
172,732.5299999999996,10133,-144
173,760.7699999999991,10594,-72
174,756.0700000000008,10430,-52
175,739.6600000000001,10228,-218
176,755.6600000000001,10376,-60
177,750.7099999999984,10403,-181
178,737.1300000000006,10235,-104
179,741.8899999999999,10321,-44
180,756.0699999999995,10497,-209
181,750.2899999999997,10368,-168
182,763.5599999999997,10467,-75
183,751.3299999999994,10361,-97
184,745.3999999999987,10342,-182
185,760.55,10508,-78
186,745.9699999999996,10292,-215
187,730.3600000000015,10060,-91
188,745.1399999999998,10447,-117
189,750.0600000000017,10413,-117
190,735.9400000000013,10206,-246
191,741.09,10331,-200
192,737.6399999999995,10291,-189
193,728.2799999999997,10142,-322
194,744.039999999998,10299,-211
195,747.1899999999993,10306,-267
196,753.6099999999991,10342,-205
197,736.0000000000001,10239,-80
198,746.8900000000014,10349,-186
199,747.110000000001,10338,-140
200,747.4399999999996,10212,-58
201,735.0100000000002,10205,-221
202,740.4299999999996,10270,-214
203,728.7200000000007,10161,-241
204,746.0200000000003,10377,-216
205,749.7799999999988,10384,-109
206,741.84,10168,-251
207,733.5400000000003,10122,-283
208,730.6900000000013,10158,-395
209,748.6100000000007,10449,-65
210,754.6999999999994,10322,-195
211,741.730000000001,10235,-303
212,760.8900000000001,10400,-119
213,748.7399999999991,10287,-89
214,748.9200000000003,10338,-196
215,731.4499999999998,10108,-226
216,734.5600000000002,10155,-239
217,742.1999999999996,10265,-142
218,737.5299999999996,10171,-211
219,752.8700000000005,10423,-186
220,747.3699999999995,10211,-168
221,756.6199999999997,10507,-28
222,757.9400000000013,10424,-136
223,758.210000000001,10447,-111
224,752.0499999999995,10388,-295
225,748.3500000000006,10474,-118
226,749.7799999999995,10339,-110
227,744.4199999999995,10306,-120
