110,-220.90999999999994,8944,-73
111,-258.40000000000003,8828,-137
112,-247.71000000000012,8792,-190
113,-248.8800000000003,8916,-148
114,-228.41,8808,-139
115,-211.56000000000023,8929,-89
116,-232.82000000000025,8857,-167
117,-183.7199999999998,8856,-60
118,-209.35999999999999,8788,-104
119,-224.47999999999982,8935,-156
120,-270.93000000000035,8801,-293
121,-209.74999999999991,8804,-107
122,-190.48999999999995,8892,-78
123,-206.23000000000013,8871,-88
124,-233.89000000000013,8755,-159
125,-197.4399999999998,8927,-65
126,-269.33999999999963,8809,-247
127,-238.77000000000018,8704,-168
128,-310.21000000000004,8882,-337
129,-233.17,8633,-138
130,-238.46000000000012,8720,-171
131,-219.84000000000032,8928,-134
132,-199.36999999999983,8867,-100
133,-177.62000000000026,8912,-49
134,-188.52999999999997,8763,-79
135,-254.43000000000018,8881,-213
136,-201.71999999999983,9058,-76
137,-202.09000000000012,8849,-115
138,-195.65000000000035,8872,-87
139,-202.3200000000003,8860,-111
140,-229.94999999999993,8822,-192
141,-224.3800000000001,8663,-224
142,-235.7699999999999,8893,-154
143,-249.64999999999978,8567,-239
144,-255.57999999999976,8843,-223
145,-222.53,8870,-128
146,-205.56000000000003,8963,-116
147,-208.0400000000002,8895,-144
148,-200.18999999999963,8959,-94
149,-215.12000000000012,8926,-137
150,-221.83000000000007,8937,-207
151,-202.81999999999985,8896,-137
152,-201.21000000000024,8770,-125
153,-186.18000000000018,8987,-109
154,-189.08999999999992,8716,-97
155,-200.70999999999975,8924,-139
156,-168.62,8888,-68
157,-202.03000000000034,8832,-163
158,-177.1399999999999,8922,-82
159,-190.9500000000003,8916,-134
160,-182.52000000000035,8917,-102
161,-173.53999999999988,8893,-76
162,-173.60000000000053,8782,-112
163,-146.59000000000012,9061,-43
164,-201.9100000000001,8828,-155
165,-178.12999999999974,8816,-101
166,-154.09999999999988,8836,-55
167,-181.97999999999988,8922,-85
168,-226.75000000000088,8664,-245
169,-179.13000000000008,8729,-96
170,-200.81000000000012,8757,-193
171,-172.38000000000017,8877,-102
172,-181.6900000000003,8740,-105
173,-170.90000000000018,8690,-107
174,-189.11000000000016,8984,-128
175,-209.65000000000018,8848,-162
176,-172.38000000000036,8886,-112
177,-185.67000000000024,8951,-105
178,-188.7200000000003,8750,-130
179,-196.77000000000018,8994,-106
180,-191.57000000000008,9220,-92
181,-152.6300000000001,8855,-57
182,-165.73000000000016,8977,-101
183,-147.1700000000002,8895,-59
184,-180.44000000000025,8928,-87
185,-152.91000000000034,8851,-52
186,-148.89000000000013,9033,-66
187,-129.25000000000006,8834,-27
188,-139.78000000000023,9143,-65
189,-126.32999999999991,8889,-39
190,-127.13999999999984,8821,-48
191,-143.07000000000005,8900,-51
192,-146.69000000000014,9003,-46
193,-121.17999999999994,8863,-18
194,-146.07999999999979,9002,-54
195,-139.0900000000001,8863,-63
196,-146.79999999999998,9047,-63
197,-130.74000000000007,8985,-56
198,-135.32999999999984,8871,-57
199,-118.46999999999981,8899,-39
200,-142.38000000000017,9062,-39
201,-145.9600000000001,8889,-105
202,-149.02999999999994,8841,-123
203,-152.9700000000002,8830,-147
204,-142.97,9162,-87
205,-143.67000000000002,8913,-77
206,-124.00000000000007,8990,-57
207,-138.9499999999998,8964,-105
208,-151.35999999999999,8885,-84
209,-127.83999999999986,8903,-62
210,-113.56999999999974,8976,-42
211,-121.21000000000011,8868,-55
212,-113.07000000000014,8853,-45
213,-153.86999999999992,8885,-78
214,-117.02999999999994,9103,-42
215,-122.64000000000001,8924,-42
216,-125.30000000000018,9032,-63
217,-136.29000000000016,8805,-96
218,-112.53999999999995,9016,-27
219,-110.63000000000008,8976,-30
220,-129.07000000000002,9080,-41
221,-122.13000000000001,9182,-31
222,-115.84000000000009,9035,-31
223,-106.3099999999999,8789,-26
224,-117.33999999999992,8863,-38
225,-135.09999999999982,8754,-50
226,-101.17000000000009,8977,-20
227,-113.57000000000006,9004,-43
228,-118.21999999999991,9091,-14
229,-127.3000000000001,8905,-44
230,-129.5099999999999,8986,-48
231,-114.88999999999992,8908,-33
232,-124.13000000000004,8970,-69
233,-102.76,9003,-24
234,-105.79000000000006,8980,-34
235,-99.89999999999999,8850,-31
236,-110.96999999999993,8961,-24
237,-120.1599999999999,8989,-60
238,-139.37999999999988,9162,-57
239,-133.75000000000014,9109,-70
240,-112.05999999999996,9024,-32
241,-105.05999999999999,8919,-45
242,-109.41999999999999,8947,-22
243,-118.57999999999991,9061,-26
244,-118.9100000000001,8804,-35
245,-110.43999999999994,9019,-19
246,-99.83999999999996,8907,-9
247,-129.16999999999987,9068,-55
248,-120.29999999999987,9093,-34
249,-124.1999999999999,8916,-31
250,-118.81999999999995,9084,-34
251,-117.97000000000001,9071,-8
252,-115.40999999999984,8641,-37
253,-122.91999999999996,9099,-42
254,-111.13000000000005,8952,-13
255,-121.04999999999995,8965,-16
256,-122.57999999999967,9027,-21
257,-118.51999999999991,9053,-50
258,-177.90000000000012,8864,-134
259,-146.72999999999976,9040,-46
260,-180.25000000000037,8968,-81
261,-159.2700000000003,8814,-95
262,-149.89000000000001,8956,-123
263,-120.3699999999999,8953,-50
264,-111.61999999999995,8806,-35
265,-126.58999999999996,8721,-61
266,-119.6199999999999,8842,-41
267,-125.35999999999993,8890,-45
268,-129.38999999999993,8968,-58
269,-126.73000000000012,8869,-74
270,-128.8799999999999,9077,-47
271,-114.76000000000013,8927,-29
272,-127.85,9024,-40
273,-139.70000000000016,9069,-48
274,-109.80000000000008,8935,-52
275,-126.81999999999998,9027,-51
276,-132.72999999999996,9123,-58
277,-122.09000000000002,9030,-52
278,-125.89999999999999,9141,-52
279,-112.33999999999999,8899,-35
280,-112.85999999999997,9055,-35
281,-141.41999999999996,9099,-72
282,-135.57999999999984,9129,-46
283,-120.22999999999985,9048,-34
284,-114.87000000000013,8968,-30
285,-110.66,8867,-52
286,-114.57000000000002,8932,-26
287,-112.7599999999999,8714,-50
288,-120.91000000000021,8949,-28
289,-130.36,8887,-45
290,-104.08000000000004,8986,-25
291,-108.07999999999981,8865,-30
292,-123.74999999999993,8977,-23
293,-138.93000000000004,8946,-51
294,-132.48999999999972,8932,-53
295,-129.88,8935,-61
296,-131.94999999999987,8856,-50
297,-122.16999999999992,8988,-38
298,-118.65999999999997,9078,-17
299,-125.19000000000013,9003,-24
